1024,0.003165
2048,0.005566
4096,0.011789
8192,0.023404
16384,0.046052
32768,0.098085
65536,0.19428
131072,0.386264
262144,0.775216
524288,1.5824
1048576,3.15295
2097152,6.35226
4194304,12.7713
8388608,25.8948
16777216,51.4766
33554432,104.53
67108864,206.59
134217728,411.723
268435456,938.995
536870912,9972.81
1073741824,18235.4
