1,33.7626
2,17.3148
3,12.1404
4,11.3185
5,7.87898
6,6.28833
7,5.91914
8,5.68367
9,4.51767
10,3.93681
11,6.07192
12,5.80021
13,5.39673
14,5.01021
15,4.91204
16,4.72085
17,4.61683
18,4.35858
19,4.24256
20,4.0041
1,33.8165
2,18.159
3,12.6047
4,9.37822
5,9.10798
6,6.4234
7,5.78503
8,5.56491
9,5.34342
10,4.59157
11,5.20301
12,5.94911
13,5.45698
14,5.24768
15,4.95253
16,4.69087
17,4.48283
18,4.37304
19,4.16626
20,4.00961
