1,265.169
2,131.955
3,83.9364
4,64.3029
5,57.8379
6,45.4804
7,37.3062
8,34.7979
9,32.2293
10,28.7262
11,39.2774
12,41.1373
13,37.8003
14,35.945
15,33.7009
16,31.4119
17,29.6937
18,28.2671
19,27.0122
20,25.6515
